task_id,single_pass,pipe_pass,spec,code,collapse
HumanEval/29,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Filter an input list of strings to include only those that start with a specified prefix.

INPUT:
- `strings`: A list of strings to be filtered.
- `prefix`: A string representing the prefix to filter by.

OUTPUT:
- A list of strings from the input list that start with the specified prefix.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `filter_by_prefix([], 'a')` should return an empty list.
- **Single Element**: `filter_by_prefix(['single'], 's')` should return `['single']`.
- **Boundary Values**: `filter_by_prefix(['a', 'ab', 'abc'], 'a')` should return `['a', 'ab', 'abc']`.","def filter_by_prefix(strings, prefix):
    """"""
    Filter an input list of strings to include only those that start with a specified prefix.

    :param strings: List of strings to be filtered.
    :param prefix: String representing the prefix to filter by.
    :return: List of strings from the input list that start with the specified prefix.
    """"""
    if not strings:
        return []
    
    return [s for s in strings if s.startswith(prefix)]",False
HumanEval/30,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return only positive numbers from the given list.

INPUT:
- `l`: A list of integers.

OUTPUT:
- A list containing only the positive integers from the input list.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `get_positive([])` returns an empty list.
- **Single Element**: `get_positive([0])` returns an empty list.
- **Boundary Values**: `get_positive([-1, 0, 1])` returns `[1]`.","def get_positive(l):
    """"""
    Return only positive numbers from the given list.

    :param l: List of integers.
    :return: A list containing only the positive integers from the input list.
    """"""
    return [x for x in l if x > 0]",False
HumanEval/31,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if a given integer is a prime number.

INPUT:
- `n`: An integer representing the number to check for primality.

OUTPUT:
- A boolean value indicating whether `n` is a prime number.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle cases where `n` is less than 2, returning `False` since there are no prime numbers less than 2.
- **Single Element**: For `n = 2`, the function should return `True` as 2 is the smallest prime number.
- **Boundary Values**: The function should correctly identify 2 as the only even prime number and handle odd numbers greater than 2 by checking divisibility up to the square root of `n`.","import math

def is_prime(n):
    """"""
    Determine if a given integer is a prime number.

    :param n: An integer representing the number to check for primality.
    :return: A boolean value indicating whether `n` is a prime number.
    """"""
    if n < 2:
        return False
    if n == 2:
        return True
    if n % 2 == 0:
        return False
    max_divisor = int(math.sqrt(n))
    for divisor in range(3, max_divisor + 1, 2):
        if n % divisor == 0:
            return False
    return True",False
HumanEval/32,False,False,"TASK DESCRIPTION:
Evaluates a polynomial with given coefficients at a specified point.

INPUT:
- `xs`: A list of floats representing the coefficients of the polynomial.
- `x`: A float representing the point at which to evaluate the polynomial.

OUTPUT:
- A float representing the value of the polynomial at the given point.

CONSTRAINTS:
- The list `xs` must contain an even number of coefficients.
- The largest non-zero coefficient in `xs` must be positive.

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle an empty list `xs` by returning `0.0`.
- **Single Element**: The function should handle a list with a single element `xs = [a]` by returning `a`.
- **Boundary Values**: The function should handle large values of `x` and small values of `x` appropriately.","def evaluate_polynomial(xs, x):
    """"""
    Evaluates a polynomial with given coefficients at a specified point.

    Parameters:
    xs (list of float): Coefficients of the polynomial, where xs[i] is the coefficient of x^i.
    x (float): The point at which to evaluate the polynomial.

    Returns:
    float: The value of the polynomial at the given point.
    """"""
    if not xs:
        return 0.0
    
    # Check if the largest non-zero coefficient is positive
    max_coefficient = max(abs(coeff) for coeff in xs)
    if max_coefficient == 0:
        raise ValueError(""The largest non-zero coefficient must be positive."")
    
    result = 0.0
    for i, coeff in enumerate(xs):
        result += coeff * (x ** i)
    
    return result

# Example usage:
# print(evaluate_polynomial([3, -1, 2], 2))  # Output: 11",False
HumanEval/33,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
This function takes a list `l` and returns a new list `l'` where the elements at indices divisible by three are sorted, while the rest of the elements remain unchanged.

INPUT:
- `l`: A list of integers.

OUTPUT:
- A list of integers where the elements at indices divisible by three are sorted, and the rest of the elements are the same as in the input list.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `sort_third([])` should return an empty list.
- **Single Element**: `sort_third([1])` should return `[1]`.
- **Boundary Values**: For lists with fewer than three elements, the function should return the list as is.","def sort_third(l):
    # Extract elements at indices divisible by 3
    third_elements = [l[i] for i in range(len(l)) if i % 3 == 0]
    
    # Sort the extracted elements
    third_elements.sort()
    
    # Create a new list to store the result
    l_prime = l[:]
    
    # Replace elements at indices divisible by 3 with the sorted ones
    for i, value in enumerate(third_elements):
        l_prime[i * 3] = value
    
    return l_prime",False
HumanEval/34,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return a sorted list of unique elements from the input list.

INPUT:
- `l`: A list of elements (can be of any type).

OUTPUT:
- A sorted list containing only unique elements from the input list.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `unique([])` returns an empty list.
- **Single Element**: `unique([42])` returns `[42]`.
- **Boundary Values**: The function handles lists with a single unique element or no unique elements gracefully.","def unique(l):
    # Use a set to remove duplicates and then convert it back to a sorted list
    return sorted(set(l))",False
HumanEval/35,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return the maximum element in the given list.

INPUT:
- `l`: A list of integers.

OUTPUT:
- An integer representing the maximum element in the list.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle an empty list by returning `None` or raising an appropriate exception, as there is no maximum element in an empty list.
- **Single Element**: If the list contains only one element, the function should return that element.
- **Boundary Values**: The function should handle lists with negative numbers, zero, and very large positive numbers.","def max_element(l):
    if not l:
        return None  # Return None for an empty list
    max_val = l[0]  # Initialize max_val with the first element of the list
    for num in l:
        if num > max_val:
            max_val = num  # Update max_val if a larger number is found
    return max_val",False
HumanEval/36,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return the number of times the digit 7 appears in integers less than `n` which are divisible by 11 or 13.

INPUT:
- `n`: an integer representing the upper limit (exclusive).

OUTPUT:
- An integer representing the count of digit 7 appearances in numbers less than `n` that are divisible by 11 or 13.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle cases where `n` is 0 or negative, returning 0 since there are no numbers to check.
- **Single Element**: If `n` is 1, the function should return 0 because there are no numbers less than 1.
- **Boundary Values**: For very small values of `n`, the function should still correctly count the occurrences of the digit 7 in numbers less than `n` that are divisible by 11 or 13.","def count_sevens(n):
    if n <= 0:
        return 0
    
    count = 0
    for i in range(1, n):
        if i % 11 == 0 or i % 13 == 0:
            count += str(i).count('7')
    
    return count",True
HumanEval/37,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
This function sorts the elements at even indices of the input list while leaving the elements at odd indices unchanged.

INPUT:
- `l`: A list of integers.

OUTPUT:
- A new list `l'` where the elements at even indices are sorted, and the elements at odd indices remain the same as in the input list.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `sort_even([])` should return an empty list.
- **Single Element**: `sort_even([7])` should return `[7]`.
- **Boundary Values**: For lists with only one even index (e.g., `[10, 20]`), the function should return the list as is since there are no even indices to sort.","def sort_even(l):
    # Extract elements at even indices
    even_elements = [l[i] for i in range(0, len(l), 2)]
    
    # Sort the extracted even elements
    even_elements.sort()
    
    # Create a new list to store the result
    result = []
    
    # Index for the sorted even elements
    even_index = 0
    
    # Iterate over the original list
    for i in range(len(l)):
        if i % 2 == 0:
            # Add the sorted even element
            result.append(even_elements[even_index])
            even_index += 1
        else:
            # Add the original odd element
            result.append(l[i])
    
    return result",False
HumanEval/38,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Encodes a string by cycling groups of three characters.

INPUT:
- `s`: A string to be encoded.

OUTPUT:
- A string where each group of three characters is cycled to the left.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `encode_cyclic("""")` returns an empty string.
- **Single Element**: `encode_cyclic(""a"")` returns `""a""`.
- **Boundary Values**: `encode_cyclic(""abc"")` returns `""bca""`, and `encode_cyclic(""abcd"")` returns `""bcdab""`.","def encode_cyclic(s):
    # If the string is empty, return an empty string
    if not s:
        return """"
    
    # If the string has less than 3 characters, return it as is
    if len(s) < 3:
        return s
    
    # Split the string into groups of three characters
    groups = [s[i:i+3] for i in range(0, len(s), 3)]
    
    # Cycle each group to the left
    cycled_groups = [''.join([groups[i][1:], groups[i][0]]) for i in range(len(groups))]
    
    # Join the cycled groups back into a single string
    return ''.join(cycled_groups)

# Example usage:
print(encode_cyclic(""abc""))  # Output: ""bca""
print(encode_cyclic(""abcd"")) # Output: ""bcdab""
print(encode_cyclic(""""))     # Output: """"
print(encode_cyclic(""a""))    # Output: ""a""",False
